Tip,Author,Last Sent,Category
"Use publishService(serviceType=""realtime"") to deploy a trained model object as a real-time scoring service https://docs.microsoft.com/en-us/r-server/operationalize/how-to-deploy-web-service-publish-manage-in-r #rstats object as a high-speed scoring service https://docs.microsoft.com/en-us/r-server/operationalize/how-to-deploy-web-service-publish-manage-in-r #rstats",David Smith,2017-07-26T00:00:00Z,Microsoft
Many zeroes in your data? Fit a Tweedie GLM with tweedie() function in the statmod package https://mran.microsoft.com/package/statmod/ #rstats,David Smith,2017-07-27T00:00:00Z,statistics
Find the list of changes in the forthcoming release of R (R-devel) here: http://stat.ethz.ch/R-manual/R-devel/doc/html/NEWS.html #rstats,David Smith,2017-07-28T00:00:00Z,base
List of R functions and packages for Time Series Analysis https://cran.r-project.org/web/views/TimeSeries.html #rstats,David Smith,2017-07-31T00:00:00Z,Task View
It's usually best *not* to save and reload your R workspace. Unexpected objects in the environment can be a source of bugs #rstats,David Smith,2017-08-01T00:00:00Z,bestpractices
"Parallel group-by operations on clusters, SQL Server or Spark with rExecBy in Microsoft R Server https://blogs.msdn.microsoft.com/rserver/2017/04/12/pleasingly-parallel-using-rxexecby/ #rstats",David Smith,2017-08-02T00:00:00Z,Microsoft
"On Windows, you can substitute forward slashes for backslashes in filenames (for convenience or portability) https://cran.r-project.org/doc/FAQ/R-FAQ.html#How-do-file-names-work-in-Windows_003f #rstats",David Smith,2017-08-03T00:00:00Z,base
daisy(df) computes all pairwise dissimilarities between observations in a data frame https://www.rdocumentation.org/packages/cluster/versions/2.0.6/topics/daisy #rstats,JBR,2017-08-04T00:00:00Z,statistics
Use missing(x) to test whether an argument x was supplied when a function was invoked: https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/missing #rstats,John D Cook,2017-08-07T00:00:00Z,base
"R automatically prints most expressions evaluated at the command line, as explained by @xieyihui https://yihui.name/en/2017/06/top-level-r-expressions/ #rstats",@xieyihui,2017-08-08T00:00:00Z,tips
R has nine different algorithms for computing quantiles https://www.rdocumentation.org/packages/stats/versions/3.4.1/topics/quantile #rstats,David Smith,2017-08-10T00:00:00Z,statistics
For some really good #rstats reading have a look at the Journal of Statistical Software http://www.jstatsoft.org/index,JBR,2017-08-11T00:00:00Z,community
"In R, NA represents missing values. To check for NAs, use the is.na function, not the == operator https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/NA #rstats",David Smith,2017-08-14T00:00:00Z,base
Use lengths(x) to find the length of every element in a list https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/lengths #rstats via @kearneymw,@kearneymw,2017-08-15T00:00:00Z,base
Interactively execute R functions on a remote Microsoft R Server with remoteLogin() http://blog.revolutionanalytics.com/2017/01/remote-and-local-r-workspaces.html #rstats,David Smith,2017-08-16T00:00:00Z,Microsoft
Find the maximum amount of memory available to R (in Mb) with memory.limit() #rstats https://www.rdocumentation.org/packages/utils/versions/3.4.1/topics/memory.size,Seth Mottaghi,2017-08-17T00:00:00Z,base
fitdistr fits a univariate probability distribution to a vector of data using maximum likelihood estimation: https://www.rdocumentation.org/packages/MASS/versions/7.3-47/topics/fitdistr #rstats,David Smith,2017-08-18T00:00:00Z,statistics
"To get help on some R operators, use quotes, e.g. ?""%*%"", ?""if"", ?""!"" etc. If in doubt, add quotes. #rstats",David Smith,2017-08-21T00:00:00Z,help
"History of R project:
1993 Project begins in NZ
1997 R-core forms
2000 v1.0 release
2003 R Foundation formed
http://blog.revolutionanalytics.com/2016/03/16-years-of-r-history.html #rstats",David Smith,2017-08-22T00:00:00Z,community
How to create a code snippet in R Tools for Visual Studio https://docs.microsoft.com/en-us/visualstudio/ide/walkthrough-creating-a-code-snippet #rstats,David Smith,2017-08-23T00:00:00Z,Microsoft
"Collection of cheatsheets on data import, visualization, Markdown and more from @Rstudio https://www.rstudio.com/resources/cheatsheets/ #rstats",David Smith,2017-08-25T00:00:00Z,community
Consider the mvtnorm package for calculating multivariate normal and t distribution probabilities https://mran.microsoft.com/package/mvtnorm/ #rstats,JBR,2017-08-28T00:00:00Z,statistics
"A single index can be used to select from a matrix. For example, X[row(X)==col(X)] is the same as diag(X) https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/row #rstats",Joseph Rickert,2017-08-28T00:00:00Z,base
"A workflow for reproducible data analysis in R, from @grssnbchr https://timogrossenbacher.ch/2017/07/a-truly-reproducible-r-workflow/ #rstats",David Smith,2017-08-29T00:00:00Z,bestpractices
How to programatically generate an R client for a Swagger API https://blogs.msdn.microsoft.com/rserver/2017/07/20/using-r-to-generate-api-client-from-swagger/ #rstats,David Smith,2017-08-30T00:00:00Z,Microsoft
The rio package provides a simple interface to import a wide variety of data formats https://mran.microsoft.com/web/packages/rio/vignettes/rio.html #rstats,David Smith,2017-08-31T00:00:00Z,packages
"For reproducible simulations, use set.seed to start the random number sequence from a fixed point https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/Random #rstats",David Smith,2017-09-01T00:00:00Z,base
"%/% is the integer division operator. e.g. 15 %/% 4 returns 3, not 3.75 https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/Arithmetic #rstats",John D Cook,2017-09-04T00:00:00Z,base
The glmnet package fits the entire lasso or elastic-net regularization path for linear models https://mran.microsoft.com/package/glmnet/ #rstats,JBR,2017-09-05T00:00:00Z,statistics
Better R console fonts https://www.johndcook.com/blog/2008/10/31/changing-the-r-console-fonts/ #rstats,John D Cook,2017-09-06T00:00:00Z,Microsoft
"If you've having trouble using a variable name with odd characters (like $, ! or space), wrap it in back quotes: `odd-name`",David Smith,2017-09-07T00:00:00Z,base
Use miniCRAN to create an offline repository with a subset of CRAN of packages and their dependencies https://mran.microsoft.com/package/miniCRAN/ #rstats,JBR,2017-09-08T00:00:00Z,packages
"Use embed(x,3) to embed a time series in 3-dimensional space https://www.rdocumentation.org/packages/stats/versions/3.4.1/topics/embed #rstats",JBR,2017-09-11T00:00:00Z,base
The trans3d function projects 3-D coordinates into 2 dimensions; use to add points to perspective plots: https://www.rdocumentation.org/packages/grDevices/versions/3.4.1/topics/trans3d #rstats,David Smith,2017-09-12T00:00:00Z,graphics
The free Microsoft R Client distribution includes the RevoScaleR package for analysis of out-of-memory data https://docs.microsoft.com/en-us/r-server/r-client/what-is-microsoft-r-client #rtats,David Smith,2017-09-13T00:00:00Z,Microsoft
"is.finite(x) is a useful test for ""proper"" data: it returns FALSE for NA, NaN and Inf: https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/is.finite #rstats",David Smith,2017-09-14T00:00:00Z,base
"convolve(x,y) uses the Fast Fourier Transform to convolve two sequences of the same length https://www.rdocumentation.org/packages/stats/versions/3.4.1/topics/convolve #rstats",JBR,2017-09-15T00:00:00Z,base
"To enumerate every possible combination of levels in multiple factors, use expand.grid: https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/expand.grid #rstats",David Smith,2017-09-18T00:00:00Z,base
"Test if a file exists (and is not a directory) with file_test(""-f"", path) https://www.rdocumentation.org/packages/utils/versions/3.4.1/topics/file_test #rstats (via @RobLanfear)",David Smith,2017-09-25T00:00:00Z,base
R equivalents for #SAS and #SPSS modules: http://r4stats.com/articles/add-ons/ #rstats,David Smith,2017-09-26T00:00:00Z,packages
Highlights of R packages released May-August 2017: https://mran.microsoft.com/spotlight/#mro341-repos-pkgs #rstats,David Smith,2017-09-27T00:00:00Z,Microsoft
"Use the digits option to display a number to desired precision. e.g. print(pi, digits=16) https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/print #rstats",John D Cook,2017-09-28T00:00:00Z,base
Optical illusions made with R http://vis.supstat.com/2013/03/make-visual-illusions-in-r/ #rstats,JBR,2017-09-29T00:00:00Z,graphics
The difference between the order and rank functions in #rstats (by @portfolioprobe): http://www.portfolioprobe.com/2012/07/26/r-inferno-ism-order-is-not-rank/,David Smith,2017-10-02T00:00:00Z,base
"A curated list of R packages and tools, by category https://awesome-r.com/ #rstats",David Smith,2017-10-03T00:00:00Z,community
Step-by-step guide for launching a Spark cluster with R on Azure: https://docs.microsoft.com/en-us/azure/hdinsight/hdinsight-hadoop-r-server-get-started #rstats,David Smith,2017-10-04T00:00:00Z,Microsoft
Find rational approximations to real numbers: x <- rnorm(4); library(MASS); fractions(x) https://www.rdocumentation.org/packages/MASS/versions/7.3-47/topics/fractions #rstats,JBR,2017-10-05T00:00:00Z,base
List of R functions and packages for robust statistics: https://cran.r-project.org/web/views/Robust.html #rstats,@civilstat,2017-10-06T00:00:00Z,Task View
Whats the difference between :: and ::: ? https://ironholds.org/projects/rbitrary/#whats-with-and-whats-the-difference-why-not-start-with #rstats,JBR,2017-10-09T00:00:00Z,base
tidyverse: a collection of essential packages for working with data in R https://www.tidyverse.org/ #rstats,David Smith,2017-10-10T00:00:00Z,packages
Serialization: save a single R object to disk with saveRDS; restore in a new session with readRDS https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/readRDS #rstats,David Smith,2017-10-11T00:00:00Z,base
Getting started with Markov chains in R: http://blog.revolutionanalytics.com/2016/01/getting-started-with-markov-chains.html #rstats,David Smith,2017-10-12T00:00:00Z,statistics
"Use R to add text, tables and charts to a Word or Powerpoint template with the officer package #rstats https://davidgohel.github.io/officer/",David Smith,2017-10-13T00:00:00Z,Microsoft
A handy alias for #rstats to prevent saving or loading workspaces: R --no-save --no-restore-data --quiet,David Smith,2017-10-16T00:00:00Z,reproducibility
"Use
glue(""
     To format multiline strings
       (with indentation)
     and insert {r.code}"", r.code=""#rstats"") 
https://github.com/tidyverse/glue",David Smith,2017-10-17T00:00:00Z,packages
clusterApply() in {parallel} is a parallel version of apply() that uses clusters https://www.rdocumentation.org/packages/parallel/versions/3.4.1/topics/clusterApply #rstats,JBR,2017-10-19T00:00:00Z,packages
"Get an overview of documentation for an installed package: help(package=""<package-name>"") #rstats",David Smith,2017-10-20T00:00:00Z,help
Try: tryCatch(...) to allow R code to continue to run in the event of errors #rstats https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/conditions,JBR,2017-10-23T00:00:00Z,base
"All about using pronouns, quasiquotation and quosures with dplyr: http://dplyr.tidyverse.org/articles/programming.html #rstats",David Smith,2017-10-24T00:00:00Z,packages
R packages by topic area: explore packages included in CRAN Task Views at http://mran.microsoft.com/taskview/ #rstats,JBR,2017-10-25T00:00:00Z,packages
The official specification of the R language: https://cran.r-project.org/doc/manuals/r-release/R-lang.html  #rstats,JBR,2017-10-26T00:00:00Z,help
Consider partial least sqares (PLS) for regresssion problems with many predictors https://mran.revolutionanalytics.com/package/pls/ #rstats,JBR,2017-10-27T00:00:00Z,statistics
"Weeks to Christmas: difftime(as.Date(""2017-12-25""),Sys.Date(),units=""weeks"") https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/difftime #rstats",JBR,2017-10-30T00:00:00Z,base
"A reproducibility horror story, with a happy ending: R #rstats https://www.youtube.com/watch?v=s3JldKoA0zw",David Smith,2017-10-31T00:00:00Z,reproducibility
How to monitor performance of R scripts running in SQL Server 2016 http://h-savran.blogspot.co.uk/2017/08/how-to-monitor-r-services-scripts.html #rstats,David Smith,2017-11-01T00:00:00Z,Microsoft
"Three free books on R for Multivariate Analysis, Biomedical Statistics and Time Series http://blog.revolutionanalytics.com/2011/11/three-free-books-on-r-for-statistics.html #rstats",David Smith,2017-11-02T00:00:00Z,tutorial
"Strip non-ASCII characters from a string with iconv(bad.text, to=""ASCII"", sub="""") #rstats https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/iconv",David Smith,2017-11-03T00:00:00Z,base
The function diana() in library(cluster) computes a divisive hierarchial cluster of a data set https://www.rdocumentation.org/packages/cluster/versions/2.0.6/topics/diana #rstats,JBR,2017-11-06T00:00:00Z,statistics
Use the Filter function to find the values of x for which a logical function f(x) is TRUE https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/funprog #rstats,David Smith,2017-11-07T00:00:00Z,base
"The Data Science VM is a GPU-enabled Azure instance with R, Rattle, RStudio, Jupyter and more https://docs.microsoft.com/en-us/azure/machine-learning/data-science-virtual-machine/overview #rstats",David Smith,2017-11-08T00:00:00Z,Microsoft
Type data(package = .packages(all.available = TRUE)) to find data sets available in R https://www.rdocumentation.org/packages/utils/versions/3.4.1/topics/data #rstats,Joseph Rickert,2017-11-09T00:00:00Z,help
Get started with foreach and parallel programming: https://cran.r-project.org/web/packages/doParallel/vignettes/gettingstartedParallel.pdf #rstats,Joseph Rickert,2017-11-10T00:00:00Z,packages
"Concatenate elements of a vector to a single comma-separated string: paste(letters, collapse="", "") https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/paste #rstats",David Smith,2017-11-13T00:00:00Z,base
"Use replicate to generate multiple simulations. Example: ts.plot(replicate(10, cumsum(rnorm(5)))) #rstats",David Smith,2017-11-14T00:00:00Z,base
"Microsoft R Open includes MKL multi-threaded math libraries, to improve R performance https://mran.microsoft.com/documents/rro/multithread/ #rstats",David Smith,2017-11-15T00:00:00Z,Microsoft
optim() a general-purpose function in R to find the maximum of a function #rstats https://www.rdocumentation.org/packages/stats/versions/3.4.1/topics/optim,JBR,2017-11-16T00:00:00Z,base
R interprets literal numbers like 4 as floating-point; use 4L for the integer 4 https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/NumericConstants #rstats,David Smith,2017-11-17T00:00:00Z,base
The pracma package contains a number of functions for linear algebra and numerical analysis https://mran.microsoft.com/package/pracma #rstats,JBR,2017-11-20T00:00:00Z,packages
List of environment variables that can be used to configure R: https://cran.r-project.org/doc/manuals/r-release/R-admin.html#Environment-variable-index #rstats,David Smith,2017-11-21T00:00:00Z,base
"The holiday function in the timeDate package looks up holiday dates, e.g. holiday(2017,""USThanksgivingDay"") https://www.rdocumentation.org/packages/timeDate/versions/3042.101/topics/holiday #rstats",David Smith,2017-11-22T00:00:00Z,packages
"library(cowsay)
say(""Happy Thanksgiving!"", by=""turkey"")
#rstats https://pbs.twimg.com/media-preview/932674425488531458/UuHQbvX0.jpg",David Smith,2017-11-23T00:00:00Z,holiday
List of R packages for analysis of spatial and geocoded data: https://cran.r-project.org/web/views/Spatial.html #rstats,David Smith,2017-11-24T00:00:00Z,Task View
Efficiency tip: TRUE || (x <-3) will never evaluate the right hand side. Using && and || can save cycles #rstats https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/Logic,David Smith,2017-11-27T00:00:00Z,base
"Descend recursively through lists with a vector index: x[[c(5,3)]] is the same as x[[5]][[3]] https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/Extract #rstats",David Smith,2017-11-28T00:00:00Z,base
Tutorial: Getting started with R Tools for Visual Studio https://docs.microsoft.com/en-us/visualstudio/rtvs/getting-started-with-r #rstats,David Smith,2017-11-29T00:00:00Z,Microsoft
"Use R Markdown to generate HTML, PDF, Word documents (and more) with R graphics and output http://rmarkdown.rstudio.com/formats.html #rstats",David Smith,2017-11-30T00:00:00Z,reporting
R Weekly: a weekly bulletin of curated R-related blog posts https://rweekly.org/ #rstats,David Smith,2017-12-01T00:00:00Z,community
"The survreg() function in the survival package fits parametric, survival regression models https://www.rdocumentation.org/packages/survival/versions/2.41-2/topics/survreg #rstats",JBR,2017-12-04T00:00:00Z,statistics
"Generate a ""Secret Santa"" giving list from a vector of names:
p <- sample(team)
cbind(santa=p, recipient=c(tail(p,-1),p[1]))",David Smith,2017-12-05T00:00:00Z,base
Explore R packages from the past with the CRAN Time Machine https://mran.microsoft.com/timemachine/ #rstats,David Smith,2017-12-06T00:00:00Z,Microsoft
"Don't forget about the ""car"" and ""MASS"" packages when looking for sample data: data(package=c(""MASS"",""car"")) #rstats",JBR,2017-12-07T00:00:00Z,packages
Check availability status of CRAN mirrors: https://cran.r-project.org/mirmon_report.html #rstats,David Smith,2017-12-08T00:00:00Z,resource
A collection of tips for R beginners: http://blog.revolutionanalytics.com/beginner-tips/ #rstats,David Smith,2017-12-12T00:00:00Z,tips
"R #rstats indexes arrays from 1 like Fortran, not from 0 like C or Python",John D Cook,2017-12-13T00:00:00Z,base
There is a Wikipedia page for R at https://en.wikipedia.org/wiki/R_(programming_language) #rstats,David Smith,2017-12-14T00:00:00Z,community
Use the datapasta package to easily cut-and-paste tables from web pages into R objects https://github.com/milesmcbain/datapasta #rstats,David Smith,2017-12-15T00:00:00Z,packages
"One line, Two Way Factorial Design ANOVA: fit <- aov(y ~ A + B + A:B, data=mydataframe) https://www.statmethods.net/stats/anova.html #rstats",JBR,2017-12-18T00:00:00Z,statistics
Interpolation and smoothing functions in base R: http://blog.revolutionanalytics.com/2015/09/interpolation-and-smoothing-functions-in-base-r.html #rstats,David Smith,2017-12-19T00:00:00Z,base
"The ""break"" statement immediately exits from a ""for"" or ""while"" loop: https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/Control #rstats",David Smith,2017-12-20T00:00:00Z,base
"The story behind R release names like ""Very Secure Dishes"" http://livefreeordichotomize.com/2017/09/28/r-release-names/ #rstats",David Smith,2017-12-21T00:00:00Z,community
Don't expect any CRAN package updates or new releases until after January 3. The CRAN system is offline for maintenance.,David Smith,2017-12-22T00:00:00Z,announcements
A data-driven Christmas card animation https://www.data-imaginist.com/2016/data-driven-x-mas-card/ #rstats,David Smith,2017-12-25T00:00:00Z,holiday
The Box-Cox transformation is a useful technique for transforming data to be more Normal https://www.rdocumentation.org/packages/MASS/versions/7.3-47/topics/boxcox #rstats,David Smith,2017-12-26T00:00:00Z,statistics
is.na() tests for missing (NA) values. is.null() tests for NULL values. https://www.r-bloggers.com/r-na-vs-null/ #rstats,John D Cook,2017-12-27T00:00:00Z,base
Improve your R coding skills with Advanced R Programming  by @hadleywickham http://adv-r.had.co.nz/ #rstats,Joseph Rickert,2017-12-28T00:00:00Z,tutorial
"You can plot a function object to create a chart of its equation, e.g. plot(dnorm, xlim=c(-4,4)) https://www.rdocumentation.org/packages/graphics/versions/3.4.3/topics/curve #rstats",David Smith,2017-12-29T00:00:00Z,graphics
Support the R project by making a donation to the R Foundation @_R_Foundation https://www.r-project.org/foundation/donations.html #rstats,David Smith,2018-01-01T00:00:00Z,community
"List all tests in R: apropos(""\\.test$"") https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/apropos #rstats",JBR,2018-01-02T00:00:00Z,help
Use the animation package to create videos and animated GIFs from R graphics https://yihui.name/animation/ #rstats,David Smith,2018-01-03T00:00:00Z,graphics
The Cauchy distribution has no Expectation! Use rcauchy() to generate pseudorandom samples https://www.rdocumentation.org/packages/stats/versions/3.4.3/topics/Cauchy #stats,JBR,2018-01-04T00:00:00Z,statistics
Regular expressions in R https://www.johndcook.com/blog/r_language_regex/ #rstats (by @johndcook),@johndcook,2018-01-05T00:00:00Z,base
"Schedule an R function to run sometime in the future with the ""later"" package https://github.com/r-lib/later #rstats",David Smith,2018-01-08T00:00:00Z,packages
Detect human tampering with numerical data. Check the digits follow Benford's Law: https://www.rdocumentation.org/packages/benford.analysis/versions/0.1.2.1/topics/benford #rstats,David Smith,2018-01-09T00:00:00Z,package
"Use the Matrix package for efficient linear algebra with sparse, symmetric, positive semidefinite and general matrices https://jimskinner.github.io/post/elegant-linear-algebra-in-r-with-the-matrix-package/ #rstats",David Smith,2018-01-10T00:00:00Z,packages
"head(x, n) shows the first n elements of x; head(x, -n) shows all but the last n elements https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/head #rstats",John D Cook,2018-01-12T00:00:00Z,base
Fit a nonlinear mixed-effects model with the nlme package https://www.rdocumentation.org/packages/nlme/versions/3.1-68.1/topics/nlme #rstats,JBR,2018-01-15T00:00:00Z,statistics
How to run R in the Windows Subsystem for Linux http://blog.revolutionanalytics.com/2017/12/r-in-the-windows-subsystem-for-linux.html #rstats,David Smith,2018-01-17T00:00:00Z,Microsoft
"Use the diffobj package to compare the results of analysis outputs, for reproducibility https://mran.microsoft.com/package/diffobj #rstats",David Smith,2018-01-18T00:00:00Z,reproducibility
Use jitter(x) to add some noise to your data. Very useful for dealing with overplotting in scatterplots. #rstats https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/jitter,JBR,2018-01-19T00:00:00Z,graphics
The %>% operator from the magrittr package pipes data from function to function for more readable R code https://cran.r-project.org/web/packages/magrittr/vignettes/magrittr.html #rstats,David Smith,2018-01-22T00:00:00Z,package
"A ten-hour video introduction to R, presented by @rdpeng http://blog.revolutionanalytics.com/2012/12/coursera-videos.html #rstats",David Smith,2018-01-23T00:00:00Z,tutorial
range(x) returns the minimum and maximum values of x https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/range #rstats,David Smith,2018-01-24T00:00:00Z,base
How to launch R in the Data Science Virtual Machine cda.ms/6t #rstats,David Smith,2018-01-25T00:00:00Z,Microsoft
library(oz); oz() creates a map of Australia https://www.rdocumentation.org/packages/oz/versions/1.0-21/topics/oz,David Smith,2018-01-26T00:00:00Z,graphics
"Don't know the full name of a function? Perform a fuzzy search with the apropos function: apropos(""summary"") #rstats https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/apropos #rstats",David Smith,2018-01-29T00:00:00Z,base
"Find curated Docker images for R-based workloads at https://hub.docker.com/r/rocker, and see this R Journal article for more background: https://journal.r-project.org/archive/2017/RJ-2017-065/RJ-2017-065.pdf #rstats",David Smith,2018-01-30T00:00:00Z,ecosystem
Overview of the RevoScaleR package for data science at scale (part of Microsoft ML Server) cda.ms/6r #rstats,David Smith,2018-01-31T00:00:00Z,Microsoft
The Quick-R guide to Resampling Statistics in R: https://www.statmethods.net/stats/resampling.html #rstats,JBR,2018-02-01T00:00:00Z,statistics
"RStudio: a complete, open-source interactive development environment for R https://www.rstudio.com/products/rstudio/ #rstats",David Smith,2018-02-02T00:00:00Z,ecosystem
Get eigenvalues and eigenvectors in R with eigen(mymatrix) https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/eigen #rstats,JBR,2018-02-05T00:00:00Z,base
A Field Guide to the R Ecosystem: http://fg2re.sellorm.com/ #rstats,David Smith,2018-02-06T00:00:00Z,community
Quick-start tutorial on using R in Azure Machine Learning Studio cda.ms/8z #rstats,David Smith,2018-02-07T00:00:00Z,Microsoft
Use sink() to direct R's output to a file https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/sink #rstats,Erik Johnson,2018-02-08T00:00:00Z,base
"Use methods(class='lm') to list all the special operations available on ""lm"" regression objects https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/methods #rstats",David Smith,2018-02-09T00:00:00Z,base
"Read SAS, SPSS and Stata data files into R with the haven package http://haven.tidyverse.org/ #rstats",David Smith,2018-02-12T00:00:00Z,packages
"find() tells what package a function came from. e.g. find(""find"") https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/apropos #rstats",John D Cook,2018-02-13T00:00:00Z,base
"Cheer yourself up in R with getXKCD(which=""random"",html=TRUE) https://www.rdocumentation.org/packages/RXKCD/versions/1.7-7/topics/getXKCD #rstats",JBR,2018-02-14T00:00:00Z,packages
A curated list of some recently-released and updated R packages: https://mran.microsoft.com/spotlight #rstats,David Smith,2018-02-15T00:00:00Z,Microsoft
"return() is a function, so there must be parentheses around the value being returned https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/function #rstats",John D Cook,2018-02-16T00:00:00Z,base
"List of R functions and packages for graphic displays, dynamic graphics, graphic devices and visualization: https://CRAN.R-project.org/view=Graphics #rstats",David Smith,2018-02-19T00:00:00Z,Task View
"If two packages define functions with the same name, use :: to call the one you want: https://stackoverflow.com/q/39137110/154039 #rstats",@joshua_ulrich,2018-02-20T00:00:00Z,base
List of functions included in the MicrosoftML package cda.ms/6s #rstats,David Smith,2018-02-21T00:00:00Z,Microsoft
"You can compute row sums of a matrix M with apply(M, 1, sum) ... but rowSums(x) is faster https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/colSums #rstats",David Smith,2018-02-22T00:00:00Z,base
R Markdown Cheat Sheet https://rmarkdown.rstudio.com/lesson-15.html #rstats,David Smith,2018-02-23T00:00:00Z,reporting
Be aware: the $ operator uses partial matching. mylist$el returns the contents of mylist$element if there's no exact match #rstats,David Smith,2018-02-26T00:00:00Z,base
"cummax(x) returns a vector whose ith element is the maximum of the first i elements of x. cf cumsum, cumprod #rstats https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/cumsum",John D Cook,2018-02-27T00:00:00Z,base
"A five-minute explanation of tidy evaluation in R, from @hadleywickham https://www.youtube.com/watch?v=nERXS3ssntw #rstats",David Smith,2018-02-28T00:00:00Z,packages
Get a quick overview of a data set with the skimr package https://ropensci.org/blog/2017/07/11/skimr/ #rstats,David Smith,2018-03-01T00:00:00Z,packages
"Determine whether two integers m and n are relatively prime or coprime with coprime(m,n) #rstats https://www.rdocumentation.org/packages/numbers/versions/0.6-6/topics/coprime",JBR,2018-03-02T00:00:00Z,packages
Use prop.test to compare incidences within groups: https://www.rdocumentation.org/packages/stats/versions/3.4.3/topics/prop.test #rstats,David Smith,2018-03-05T00:00:00Z,statistics
"sample(vec, n) will randomly select elements n elements from a vector #rstats https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/sample",JBR,2018-03-06T00:00:00Z,base
"Microsoft R Open installs packages from an static CRAN archive by default. Get the latest with install.packages(""thepackage"", repos=""https://cran.microsoft.com"") or just change the default CRAN repository.",David Smith,2018-03-07T00:00:00Z,Microsoft
"Avoid namespace clashes! Use :: to specify an object within a specific package, e.g. MASS::mvnorm https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/ns-dblcolon #rstats",David Smith,2018-03-08T00:00:00Z,base
"""One-hot encoding"" in R: model.matrix converts factors into binary indicator columns in a matrix: https://www.rdocumentation.org/packages/stats/versions/3.4.3/topics/model.matrix #rstats",David Smith,2018-03-09T00:00:00Z,statistics
"Check out CRAN Task Views for curated lists of R packages by topic area (Bayesian, Finance, Web Technologies etc) https://cran.r-project.org/web/views/ #rstats",David Smith,2018-03-12T00:00:00Z,help
"""R for data science"", a book on tidy data analysis by @hadleywickham and @StatGarrett http://r4ds.had.co.nz/ #rstats",David Smith,2018-03-13T00:00:00Z,books
"The Rmpfr package provides arbitrary-precision floating point calculations in R. Here's π with 3321 bits of precision Pi <- Const(""pi"", 1000 *log2(10)) #rstats https://mran.microsoft.com/package/Rmpfr",JBR,2018-03-14T00:00:00Z,holiday
"How to build a local subset of CRAN, and access R packages behind a corporate firewall https://cda.ms/hJ #rstats",David Smith,2018-03-15T00:00:00Z,packages
"You can use single-quotes to delimit a string. Handy for including double-quotes, 'like ""this"" trick' #rstats",David Smith,2018-03-16T00:00:00Z,base
"abbreviate(x,n) returns readable and unique abbreviations of the strings in x, of length n or more https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/abbreviate #rstats",JBR,2018-03-19T00:00:00Z,base
Functions and packages for model deployment with R: a CRAN Task View https://cran.r-project.org/web/views/ModelDeployment.html #rstats,David Smith,2018-03-20T00:00:00Z,Task View
"vcov(obj) returns the variance-covariance matrix for the parameters of lm, glm, nls, lme and several other model types https://www.rdocumentation.org/packages/stats/versions/3.4.3/topics/vcov #rstats",JBR,2018-03-21T00:00:00Z,statistics
"A list of R's base and recommended packages, and the extra packages bundled with Microsoft R Open https://mran.microsoft.com/rro/installed #rstats",David Smith,2018-03-22T00:00:00Z,Microsoft
Check which packages you have installed with row.names(installed.packages()) #rstats,David Smith,2018-03-23T00:00:00Z,base
Know the difference between complete.cases() and na.omit() when handling missing values in data frames #rstats https://stackoverflow.com/questions/4862178/remove-rows-with-nas-missing-values-in-data-frame,David Smith,2018-03-26T00:00:00Z,base
"Text Mining with R, a book by @juliasilge and @drob https://www.tidytextmining.com/ #rstats",David Smith,2018-03-27T00:00:00Z,books
Tips on computing with big data in R https://docs.microsoft.com/en-us/machine-learning-server/r/tutorial-large-data-tips #rstats,David Smith,2018-03-28T00:00:00Z,Microsoft
