Tip,Author,Last Sent,Category
"#rstats Backtick,  ` , lets you get R's special functions into sapply eg sapply(1:5,`+`,3) Hadley Wickham, Advanced R http://bit.ly/1D8RjFQ",JBR,2015-01-05T00:00:00Z,NA
#rstats The function polyroot() {base} finds the zeros of a complex polynomial http://bit.ly/1zDOoBB,JBR,2015-01-06T00:00:00Z,NA
xts: an R package for handling financial time series.  http://bit.ly/1tw0BGf #rstats #finance,David Smith,2015-01-08T00:00:00Z,package
"Generate a random entry to a 56-ball, 6-draw lottery with R: sample(1:56,6) #rstats http://bit.ly/x9UdLI",David Smith,2015-01-09T00:00:00Z,NA
"#rstats Parameter pch in plot(x,y,pch=21) sets the plotting symbol. Look here: http://bit.ly/1ASjFoA for a list of symbols",JBR,2015-01-12T00:00:00Z,NA
A collection of free tutorials provided by R users: http://bit.ly/yEaOO2 #rstats,David Smith,2015-01-13T00:00:00Z,NA
#rstats Learn the basics for building an R package http://bit.ly/1w68oe2,John D Cook,2015-01-16T00:00:00Z,NA
The mclapply() function in the multicore  package is a parallelized version of lapply #rstats http://bit.ly/1ytj8Hv,David Smith,2015-01-19T00:00:00Z,NA
lowess() {gplot} lets you plot a lowess smoother for your data #rstats http://bit.ly/1xbGb6Z,JBR,2015-01-20T00:00:00Z,NA
The subset() function is a convenient way of selecting rows from a data frame: #rstats http://bit.ly/1DLyCeo,David Smith,2015-01-22T00:00:00Z,NA
Work with massive matrices using the bigmemory package http://bit.ly/1wt7JDr #rstats,JBR,2015-01-26T00:00:00Z,NA
Connect to the open-source SciDB array database with R's scidb package http://bit.ly/1D0qGmf #rstats,JBR,2015-01-28T00:00:00Z,NA
"Use environment() {base} to get, set, test for and create environments http://bit.ly/1zDXh3c #rstats",JBR,2015-01-30T00:00:00Z,NA
Use the args() function to get a quick reminder of a function's argument names: http://bit.ly/1Blj65J #rstats,Dawn Kinsey,2015-02-02T00:00:00Z,NA
"log(x, b) returns the log of x base b. http://bit.ly/1yZpwts #rstats",John D Cook,2015-02-03T00:00:00Z,NA
"Test for two vectors being the same: if(identical(x,y)) { ... }. Also works for data frames, lists, etc. #rstats http://bit.ly/Vg7rAZ",@hadleywickham,2015-02-05T00:00:00Z,Language
Functions and packages for the analysis of spatio-temporal data: http://bit.ly/TT8Obs #rstats,David Smith,2015-02-06T00:00:00Z,NA
#rstats agnes{cluster} is a clustering method that measures the amount of clustering structure found. http://bit.ly/1DnLJBq,JBR,2015-02-10T00:00:00Z,NA
"Use data(package=""foo"") to see a list of data sets included in package foo: http://bit.ly/n5mCJZ #rstats",Joseph Rickert,2015-02-12T00:00:00Z,NA
Use pbapply {pbapply} to add progress bars to apply functions. http://bit.ly/1vJ4qhT #rstats,Andrie de Vries,2015-02-17T00:00:00Z,NA
The function typeof(x) {base} determines the internal type or storage mode of an R object. http://bit.ly/1tq6oPl #rstats,JBR,2015-02-18T00:00:00Z,NA
"pack::fun will show the code for function, fun, in installed package, pack http://bit.ly/1A59qfa #rstats",JBR,2015-02-19T00:00:00Z,NA
"Send parameters to #rstats script: ""R script.R --args myplot.png""; use commandArgs(trailingOnly=TRUE) in script.R # http://bit.ly/xIsZyt",David Smith,2015-02-23T00:00:00Z,NA
"To initialize an integer vector of length n: x <- vector(mode = ""integer"", length = n) http://bit.ly/1vonyl4 #rstats",JBR,2015-02-23T00:00:00Z,NA
"Split x into groups defined by f where f is a factor or list: split(x,f) http://bit.ly/17GkJjU #rstats",JBR,2015-02-24T00:00:00Z,NA
How to source an R file from GitHub (or any other site via https): http://bit.ly/rLysv3 #rstats,David Smith,2015-02-25T00:00:00Z,NA
The number of bits in the mantissa of R double precision numbers: .Machine$double.digits (53) http://bit.ly/1rx2jYu #rstats,JBR,2015-03-03T00:00:00Z,NA
"with(mydf, { <<R code>> }) is a cleaner way to use columns of a data frame in #rstats code. Examples: http://bit.ly/onqu7V",David Smith,2015-03-11T00:00:00Z,NA
You can use the readHTMLTable function to scrape data from a Web page: http://bit.ly/N8snbL #rstats,David Smith,2015-03-12T00:00:00Z,NA
Add a vertical or horizontal line to a base graphics plot with abline(v=x) or abline(h=y) http://bit.ly/1EHrlgs #rstats,JBR,2015-03-18T00:00:00Z,NA
"apropos(""lm"") will find all objects in your search path with ""lm"" in the name http://bit.ly/1BXQbVW #rstats",JBR,2015-03-25T00:00:00Z,NA
Some R help for MatLab users http://bit.ly/1MRy7li #rstats,JBR,2015-03-27T00:00:00Z,NA
"To read a fixed width file: data <- read.fwf(""file"", widths=c(w1, w2, w3 . . . wn)) http://bit.ly/195cFKC #rstats",JBR,2015-03-30T00:00:00Z,NA
"Compare t-distribution with qnorm(.975) as df increases qt(.975, df = c(10,100,1000,10000)) http://bit.ly/1H7hlei #rstats",JBR,2015-03-31T00:00:00Z,NA
Tips on writing efficient #rstats code (from R co-creator R Ihaka): http://bit.ly/Xob3Rq,@hadleywickham,2015-04-01T00:00:00Z,NA
Use mode(obj) to determint the storage mode of an object. #rstats http://bit.ly/1BMAxKQ,JBR,2015-04-07T00:00:00Z,NA
Use read.fwf to read a fixed-format data file (ASCII data without delimiters) into R: http://bit.ly/KglkJC #rstats,David Smith,2015-04-10T00:00:00Z,NA
Type par(no.readonly=TRUE) to get al list of all parameters that can be set in a subsequent call to par() #rstats http://bit.ly/1DtaE73,JBR,2015-04-13T00:00:00Z,NA
"In an #rstats function, return the list of arguments supplied in the call with: as.list(match.call())[-1] http://bit.ly/H9znwZ",David Smith,2015-04-15T00:00:00Z,NA
"Use ggplot2 'Themes' to draw your #rstats charts in the style of publications like ""The Economist"": http://bit.ly/QL8NSF #rstats",David Smith,2015-04-17T00:00:00Z,NA
Check out the tools in the dplyr package for working with data frames. http://bit.ly/1yCXVP8 #rstats,JBR,2015-04-20T00:00:00Z,NA
heatmap.2() {gplots} provides extensions to R's basic heatmap() {stats} with better parameter control http://bit.ly/1Oo8HKU #rstats,JBR,2015-04-23T00:00:00Z,NA
"boot(data,statistic,R) in the {boot} package will generate R bootstrap replicates of a statistic http://bit.ly/1InEnhE #rstats",JBR,2015-04-24T00:00:00Z,NA
The tmaps package lets you display statistical data on geographical maps http://bit.ly/1Hh6z7d #rstats,JBR,2015-04-27T00:00:00Z,NA
"Avoid extrapolating beyond the data, use clip to draw the abline just in the data region #rstats http://bit.ly/18DAoic via @ibartomeus",David Smith,2015-04-29T00:00:00Z,NA
"as.data.frame(x) {base} to turn lists, matrices, tables and more data structures into data frames http://bit.ly/1Fm53R7 #rstats",JBR,2015-05-04T00:00:00Z,NA
The function t() {base} will transpose a matrix http://bit.ly/1dBKJAA #rstats,John D Cook,2015-05-08T00:00:00Z,NA
"Read a .csv file from a website into a data frame: fp <- file.path(""URL"",""filename.csv""); df <- read.csv(fp) http://bit.ly/16wTl6t",Joseph Rickert,2015-05-20T00:00:00Z,NA
How to create or catch warnings and errors in R code: http://bit.ly/Lpx9Q7 #rstats,David Smith,2015-05-21T00:00:00Z,NA
"Look here (http://bit.ly/1RaHmiy) for documentation on ""Model Training and Tuning"" with the caret package.  #rstats",JBR,2015-05-25T00:00:00Z,NA
shapiro.test(x) performs the Shapiro-Wilk Normality Test on the vector x. http://bit.ly/1SpvhaQ #rstats,JBR,2015-05-26T00:00:00Z,NA
Spell check a file from R with aspell(file_name) http://bit.ly/1HZpKon #rstats,JBR,2015-06-01T00:00:00Z,NA
How to create interactive #rstats charts on the web with RGoogleVis: http://bit.ly/LpG9Vs #rstats,David Smith,2015-06-02T00:00:00Z,NA
Read an HTML table from a website with readHTMLTable(url)  in the XML package http://bit.ly/1IpNpyw #stats,JBR,2015-06-09T00:00:00Z,NA
Correlated variables? Try principal components regression with the pca() function in the pls package http://bit.ly/1QTroHu #rstats,JBR,2015-06-16T00:00:00Z,NA
rotationForest() is a new ensemble classifier available in R http://bit.ly/1JOPtPq #rstats,JBR,2015-06-17T00:00:00Z,NA
Use the RMySQL package to read data from MySQL into R using SQL queries: http://bit.ly/zBaVM4 #rstats,David Smith,2015-06-18T00:00:00Z,NA
available.packages() {utils} returns details about packages currently available on CRAN http://bit.ly/1H48G0L #rstats,JBR,2015-06-22T00:00:00Z,NA
Get a confidence interval for the median of a vector x with wilcox.test(x)  http://bit.ly/1H48G0L #rstats cf(Teetor R CookbooK p206),JBR,2015-06-24T00:00:00Z,NA
Look at the installr package to obtain package download counts from the RStudio CRAN logs  http://bit.ly/1LrHfOf #rstats,JBR,2015-06-29T00:00:00Z,NA
methods(generic.function) {utils} lists all methods for a generic function http://bit.ly/1KATJCy,JBR,2015-07-07T00:00:00Z,NA
"If x is a list, then x[2] <- NULL removes the second element, whereas x[2] <- list(NULL) replaces it with NULL. #rstats",David Smith,2015-07-09T00:00:00Z,NA
args(function) {base} will display the argument names and default values of a function http://bit.ly/1eNYQD9 #rstats,JBR,2015-07-14T00:00:00Z,NA
"To see the output when running a script file, use source(""myscript.R"", echo=TRUE) #rstats http://bit.ly/M6mig1",David Smith,2015-07-15T00:00:00Z,NA
coef(model.object) {stats} extracts the model coefficients from a model object http://bit.ly/1Mzb1z6 #rstats,JBR,2015-07-21T00:00:00Z,NA
"The base package foreign contains functions to r/w data from SAS, SPSS and other stats formats #rstats http://bit.ly/1HYhQXJ",JBR,2015-07-27T00:00:00Z,NA
Command-line tools for debugging and tracing R code: http://bit.ly/LpxvWU #rstats,David Smith,2015-07-28T00:00:00Z,NA
Guidance on how to create a reproducible example in R http://bit.ly/1OFoeHo (via Wickham: Advanced R) #rstats,JBR,2015-08-03T00:00:00Z,NA
Use factor(vector) {base} to work with categorical variables http://bit.ly/1UcAz9s #rstats,JBR,2015-08-04T00:00:00Z,NA
table(x) {base} will build a contingency table http://bit.ly/1IdbaFd #rstats,JBR,2015-08-05T00:00:00Z,NA
Use the sqldf package to select and merge data frames with SQL.http://bit.ly/1HaU4pN  #rstats,David Smith/JBR,2015-08-07T00:00:00Z,NA
The mi package is very helpful when dealing with missing values  http://bit.ly/1EdU8oK #rstats,JBR,2015-08-10T00:00:00Z,NA
Get started analyzing graphs and social networks with the igraph package http://bit.ly/1Msd4IB #rstats,JBR,2015-08-17T00:00:00Z,NA
"Add or modify the main title of a ggplot2 chart: myplot + ggtitle(""title"") http://bit.ly/1DQqlrI #rstats",David Smith / JBR,2015-08-18T00:00:00Z,NA
"Collecting results in a loop? Pre-allocate a vector res=rep(0,N) and assign res[i]=val. Avoid extending in the loop: res=c(res,val) #rstats",David Smith,2015-08-19T00:00:00Z,NA
"Use the transform() function to add a new column to a data frame, using the data from existing columns: http://bit.ly/pzIdlb #rstats",David Smith,2015-08-25T00:00:00Z,NA
Making Publication-Ready Figures in R https://kristen47.wordpress.com/2011/01/11/making-publication-ready-figures-in-r/ #rstats,John D Cook,2015-08-28T00:00:00Z,NA
"Tutorial on lattice graphics, from the National Park Service http://bit.ly/163DWYo #rstats (via @zachstednick)",David Smith,2015-09-02T00:00:00Z,NA
"Plot ellipse for confidence region: plot(ellipse(0.8),type=""l"") In package {ellipse}bit.ly/1JHnNLD #rstats",JBR,2015-09-07T00:00:00Z,NA
"Use the dygraph() function in the package {dygraphs} for interactive, javascript-based time series plots bit.ly/1JHnNLD #rstats",JBR,2015-09-09T00:00:00Z,NA
Write map-reduce tasks for big data in #Hadoopwith the rmr package: bit.ly/qCEtn7 #rstat,JBR,2015-09-11T00:00:00Z,NA
"foo <- capture.output( bar <- suppressWarnings( {print( ""hello, world"" ); warning(""eeek"" )} ) ) bit.ly/1XqJS8w #rstats",JBR,2015-09-14T00:00:00Z,NA
"Use getSymbols() from the quantmod package to fetch ""OHLC"" stock data from multiple sources http://bit.ly/1KxiIHl #rstats",JBR,2015-09-22T00:00:00Z,NA
How to use the ifelse function to dichotomize a variable [video]: http://bit.ly/N1IVBw #rstats,David Smith,2015-10-02T00:00:00Z,NA
#rstats Get a list of the arguments for a function: formals(func) http://bit.ly/14rinAX,JBR,2015-10-07T00:00:00Z,NA
"Use lsf.str(""package:foo"") to see a list all the functions in package foo: http://bit.ly/rgwKt9 #rstats",Joseph Rickert,2015-10-08T00:00:00Z,NA
Convert a design matrix (indicator matrix) back into a factor variable: http://bit.ly/NmbZye #rstats (via @therealprotonk),@therealprotonk,2015-10-13T00:00:00Z,NA
"Use cat() to show what your code is doing eg: cat(""iteration = "", iter <- iter + 1, ""\n"") http://bit.ly/1GKzca5 #rstats",JBR,2015-10-20T00:00:00Z,NA
"Use the function factor() to encode a variable as a ""factor"" or categorical variable. http://bit.ly/1rE5Hlg #rstats",Joseph Rickert,2015-10-22T00:00:00Z,NA
"smooth.spline(x,y) in the stats package will fit a cubic smoothing spline to your data. http://bit.ly/1OMCKAT #rstats",JBR,2015-10-27T00:00:00Z,NA
Customize your R environment with these suggestions for your .Rprofile: http://bit.ly/SAFtuh #rstats,David Smith,2015-10-28T00:00:00Z,NA
getVignetteInfo() in the {tools} package will provide information on installed vignettes. http://bit.ly/20gnVdv #rstats,JBR,2015-11-04T00:00:00Z,NA
"Select only rows of a data frame without any missing values: df[complete.cases(df),] #rstats http://bit.ly/QTueDq (via @ibartomeus)",@ibartomeus,2015-11-20T00:00:00Z,NA
"Use gl() in {base} to generate factors by a pattern. Eg: gl(2, 8, labels = c(""M"", ""F"")) http://bit.ly/1T4d5Ti #rstats",JBR,2015-11-24T00:00:00Z,NA
"For a comparison of lapply(), Map() and do.call(): http://bit.ly/KpZ9SP #rstats",JBR,2015-11-26T00:00:00Z,NA
"Fit a Bayesian regression model: mod <- MCMCregress(formula,data) http://bit.ly/17B9nuP #rstats",JBR,2015-11-27T00:00:00Z,NA
body(fun) {base} will print the body of a function e.g. try body(lm) http://bit.ly/1Ifoi2a #rstats,NA,2015-12-01T00:00:00Z,NA
Download and install new packages from the R command line with the install.packages function: http://bit.ly/pxeDBp #rstats,David Smith,2015-12-04T00:00:00Z,NA
condest(M) {Matrix} computes the approximate condition number and 1-Norm of large matrices http://bit.ly/21VOW79 #rstats,JBR,2015-12-15T00:00:00Z,NA
"options(repos=""http://cran.revolutionanalytics.com"") [or your local mirror] in .Rprofile prevents #rstats prompting on package install",David Smith,2015-12-17T00:00:00Z,NA
SANTA will help you quantify the association between a gene and a molecular network http://bit.ly/1YmXg0a #rstats #bioconductor,JBR,2015-12-24T00:00:00Z,holiday
"To convert dates/times from one timezone to another, use format() on a POSIXct object. Details: https://blog.revolutionanalytics.com/2009/06/converting-time-zones.html #rstats",David Smith,2015-12-28T00:00:00Z,NA
"Learn or teach integration with area() {MASS} e.g. area(sin,0,pi) to integrate sin over [0,pi] http://bit.ly/1J8wbXO #rstats",JBR,2015-12-29T00:00:00Z,NA
edit(object) {utils} will invoke a text editor for an R object  http://bit.ly/1NPdoxd #rstats,JBR,2015-12-30T00:00:00Z,NA
gam() in {mgcv} fits generalized additive models (any quadratically penalized GLM) http://bit.ly/1NWECUW #rstats,JBR,2016-01-05T00:00:00Z,NA
Write professional looking code with Google's R style guide http://bit.ly/9b9IS #rstats,John D Cook,2016-01-13T00:00:00Z,NA
"Typing ""fix(foo)"" from {utils} package will bring up a template for creating a function named foo. http://bit.ly/1QbKZqe #rstats",JBR,2016-01-18T00:00:00Z,NA
"#rstats Send plots to pdf file: run pdf(""myOut.pdf""), produce plots, turn off with dev.off() http://bit.ly/1bwnJPS",JBR,2016-01-19T00:00:00Z,NA
The function fromJSON() {RJSONIO} converts JSON content to R objects http://bit.ly/1WSc4iQ #rstats,JBR,2016-02-02T00:00:00Z,NA
"A collection of R ""cheet sheets"" (by @Mark_Graph): http://bit.ly/UzCoCj #rstats",David Smith,2016-02-11T00:00:00Z,NA
"#rstats Compare 2 R objects using compare(obj1,obj2) in the compare package http://bit.ly/1caN5AN",David Smith,2016-02-12T00:00:00Z,NA
search() is an easy way to find out what packages are loaded and available for use: http://bit.ly/nkzXJi #rstats,Dawn Kinsey,2016-02-19T00:00:00Z,NA
sessionInfo()$otherPkgs will print the details of non base R packages attached to your session. http://bit.ly/1KZFbzn #rstats,JBR,2016-02-22T00:00:00Z,NA
You may find debug(fun) {base} helpful in debugging an R function. http://bit.ly/21NLOZZ #rstats,JBR,2016-03-07T00:00:00Z,NA
"Use rep(x,n_times) {base} to replicate elements of vectors and lists http://bit.ly/21KCLfO #rstats",JBR,2016-03-08T00:00:00Z,NA
Use readOGR() (gets the projection) rather than readShapeSpatial() (that doesn't) to open .shp shapefiles #rstats http://bit.ly/Nm81FJ,@joelgombin,2016-03-09T00:00:00Z,NA
cv.glm() {boot} will calculate cross validation prediction error for glm models http://bit.ly/1WfICD1 #rstata,JBR,2016-03-15T00:00:00Z,NA
Search the documentation for any function in base R or any CRAN package at http://bit.ly/O8Qg3A #rstats,David Smith,2016-03-16T00:00:00Z,NA
Start planning for Easter next year: library(timeDate); Easter(2017) #rstats http://bit.ly/H9C2Xp,David Smith,2016-03-28T00:00:00Z,package
Function to find the peaks in a time series: http://bit.ly/PIZFgJ #rstats (via @therealprotonk),@therealprotonk,2016-03-31T00:00:00Z,NA
Use read.csv2 to import ASCII data from countries that use the comma as a decimal point #rstats http://bit.ly/S4Q0P6,David Smith,2016-04-01T00:00:00Z,NA
Details of how method dispatch works for objects in R: http://bit.ly/TCNTZ4 #rstats,David Smith,2016-04-07T00:00:00Z,NA
Use stack() to stack the columns of a data frame into a single column #rstats http://bit.ly/19AH5ne,Joseph Rickert,2016-04-08T00:00:00Z,NA
Use as.Date( ) to convert strings to dates #rstats http://bit.ly/1in7U1f,Joseph Rickert,2016-04-11T00:00:00Z,NA
"dir.create(""dir_name"") will create a directory in your working directory http://bit.ly/1S2V5sE #rstats",JBR,2016-04-12T00:00:00Z,NA
"New to R? install.packages(""Rtutor""); library(RtutoR); launch_tutorial() for a basic R tutorial http://bit.ly/1MNZfGe #rstats",JBR,2016-04-25T00:00:00Z,NA
Looking for health data? Try WHO package http://bit.ly/1MO02a4 for World Health Organization data http://bit.ly/1n6iwii #rstats,JBR,2016-04-26T00:00:00Z,NA
When to use: apply vs lappy vs sapply vs mapply ... http://bit.ly/VGhPTg #rstats (via @ThomasEvans),@ThomasEvans,2016-04-28T00:00:00Z,NA
"#rstats Find your R home directory from the command line with Sys.getenv(""R_Home"") http://bit.ly/189ffrl",Joseph Rickert,2016-05-04T00:00:00Z,NA
"Cumulative multiplication: x <- 1:5; Reduce(""*"",x) Reduce{base] can do much more. http://bit.ly/1VW6G1f #rstats",JBR,2016-05-06T00:00:00Z,NA
logspline() {logspline} fits a density using splines to approximate the log-density http://bit.ly/1sSb4Cm #rstats,JBR,2016-05-30T00:00:00Z,NA
"Barplot of counts: ggplot(df, aes(x, counts, fill= factorVar)) + geom_bar(stat=""identity"", position=""dodge"") #rstats http://bit.ly/18piLBZ",JBR,2016-06-16T00:00:00Z,NA
#rstats An example of using R to confirm results of a JAMA paper from Kelly Black http://bit.ly/1d8PYDV,Joseph Rickert,2016-06-17T00:00:00Z,NA
#rstats Use rpart::summary.rpart to look at the code in the hidden method summary.rpart (from Ecostudies) http://bit.ly/1eNXbes,Joseph Rickert,2016-06-22T00:00:00Z,NA
Column of numbers read in as a factor? Convert it with as.numeric(as.character(df$num.col)) #rstats http://bit.ly/1tB3s7I,David Smith,2016-06-24T00:00:00Z,NA
Look at package infotheo to compute entropy measures from information theory #rstats http://bit.ly/28TUDgA,JBR,2016-07-01T00:00:00Z,NA
Use lines() {graphics} to add connected line segments to base R plots http://bit.ly/UQLrR5 #rstats,Joseph Rickert,2016-07-06T00:00:00Z,NA
gregexpr() {base} finds all instances of a pattern http://bit.ly/1mmkytP #rstats,Joseph Rickert,2016-07-07T00:00:00Z,NA
#rstats use aperm() {base} to transpose an array by permuting its dimensions http://bit.ly/1xF7rO9,JBR,2016-07-13T00:00:00Z,NA
Use the tm package for basic text mining. http://bit.ly/29x396O #rstats,JBR,2016-07-15T00:00:00Z,NA
"Merge two data frames with merge(df1, df2) for an inner join and merge(df1,df2,all=TRUE) for an outer join. #rstats http://bit.ly/ILpoTs",David Smith,2016-07-19T00:00:00Z,NA
list.dirs() {base} will list the subdirectories in your working directory http://bit.ly/29AVlCp #rstats,JBR,2016-07-20T00:00:00Z,NA
#rstats Access or set the attributes of an R object with attributes() http://bit.ly/13SdrZ8,JBR,2016-07-21T00:00:00Z,NA
bkde2D {KernSmooth} computes a binned kernel density estimate from samples of a 2 dim distribution http://bit.ly/2ahtdoS #rstats,JBR,2016-07-25T00:00:00Z,NA
The TSA package has a nice collection of data sets for getting started with ARIMA models http://bit.ly/1y4AUzY #rstats,Joseph Rickert,2016-07-26T00:00:00Z,NA
See the vignette (  ) of the sparseM package for an introduction to sparse matrices in R #rstats,Joseph Rickert,2016-07-27T00:00:00Z,deprecated
Use ellipse() in the mixtools package to draw a 95% confidence ellipse for a bivariate normal distribution http://bit.ly/2ammcme #rstats,JBR,2016-07-29T00:00:00Z,NA
Type help(regex) to get started with regular expressions http://bit.ly/22f3tgE #rstats,JBR,2016-08-02T00:00:00Z,NA
Use names(x) <- c to set the names of the elements of vector x to the values of the character vector c http://bit.ly/2awMpMJ #rstats,JBR,2016-08-03T00:00:00Z,NA
Topic coding and text classification for unstructured data: the RTextTools package #rstats http://bit.ly/QvVJ4G,David Smith,2016-08-10T00:00:00Z,NA
Tips on managing memory in R: http://bit.ly/VLxPTH (via @erwtokritos) #rstats,@erwtokritos,2016-08-11T00:00:00Z,NA
"The standard random number generator in R is the Mersenne Twister, but other RNGs are available: http://bit.ly/o0z4Mh #rstats",David Smith,2016-08-12T00:00:00Z,NA
locpoly(x) {KernSmooth} estimates a probability distribution function from observed data http://www.rdocumentation.org/packages/KernSmooth/versions/2.23-15/topics/locpoly #rstats,JBR,2016-08-25T00:00:00Z,NA
"The ""file"" argument to data import functions like read.table can be a URL, to read data from a website  http://www.rdocumentation.org/packages/utils/versions/3.3.1/topics/read.table #rstats",David Smith,2016-08-29T00:00:00Z,NA
"Collected wisdom from the R mailing list archives, via the fortunes package https://mran.microsoft.com/web/packages/fortunes/vignettes/fortunes.pdf #rstats",David Smith,2016-09-02T00:00:00Z,NA
"How to credit R in a manuscript or article: citation(). Works for packages, too: citation(""MASS"") http://www.rdocumentation.org/packages/utils/versions/3.3.1/topics/citation #rstats",David Smith,2016-09-09T00:00:00Z,NA
Use object.size() to estimate the amount of memory an R object is consuming http://www.rdocumentation.org/packages/utils/versions/3.3.1/topics/object.size #rstats,Joseph Rickert,2016-09-12T00:00:00Z,NA
"Constants built into #rstats: letters, months and pi: http://www.rdocumentation.org/packages/base/versions/3.3.1/topics/Constants",David Smith,2016-09-13T00:00:00Z,NA
Reverse Polish notation calculator in 12 lines of R code http://stackoverflow.com/questions/28840038/evaluation-of-reverse-polish-notation-in-r/28841611#28841611 #rstats via @BrodieGaslam,David Smith,2016-09-15T00:00:00Z,NA
How to create an animated map of pirate attacks with R https://rud.is/b/2013/09/19/animated-irl-pirate-attacks-in-r/ #rstats #arrrr,David Smith,2016-09-19T00:00:00Z,NA
"The Data Science Virtual Machine includes R, Python, Rattle and other data science tools https://azure.microsoft.com/en-us/documentation/articles/machine-learning-data-science-provision-vm/ #rstats",David Smith,2016-09-21T00:00:00Z,Microsoft
"pmin(x,y) and pmax(z,w) return the elementwise smallest/largest values of their arguments http://www.rdocumentation.org/packages/Rmpfr/versions/0.6-0/topics/pmax #rstats",JBR,2016-09-22T00:00:00Z,NA
"Use \n to embed a newline within a string, e.g. cat(""Line 1\nLine 2"") #rstats",David Smith,2016-09-27T00:00:00Z,NA
You can include mathematical equations in R charts. Cheat sheet of math symbols you can use: http://vis.supstat.com/2013/04/mathematical-annotation-in-r/ #rstats,David Smith,2016-09-29T00:00:00Z,NA
Convert addresses to latitude/longitude and plot them on a map with the ggmap package https://www.rdocumentation.org/packages/ggmap/versions/2.6.1/topics/geocode #rstats,David Smith,2016-10-04T00:00:00Z,NA
"To speed up an R function, use cmpfun to byte-compile it: https://www.rdocumentation.org/packages/compiler/versions/3.3.1/topics/compile #rstats",David Smith,2016-10-07T00:00:00Z,NA
Move data between R and Excel via the Windows clipboard: http://www.johndcook.com/blog/r_excel_clipboard/ #rstats,John D Cook,2016-10-12T00:00:00Z,NA
List of R functions and packages for text analysis and natural language processing: https://cran.r-project.org/web/views/NaturalLanguageProcessing.html #rstats,David Smith,2016-10-13T00:00:00Z,Task View
Use the foreach function to speed up loops by running iterations in parallel on multi-core machines: https://www.rdocumentation.org/packages/foreach/versions/1.4.3/topics/foreach #rstats,David Smith,2016-10-19T00:00:00Z,production
"choose(n, r) returns the binomial coefficient; lchoose(n, r), the logarithm of the binomial coefficient https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/Special #rstats",John D Cook,2016-10-20T00:00:00Z,NA
Browse the archive of R tips at http://bit.ly/ISiZD6 #rstats,David Smith,2016-10-21T00:00:00Z,NA
"Simple source code beautifier for HTML blog posts etc. Choose ""S"" for #rstats code http://hilite.me/",David Smith,2016-10-27T00:00:00Z,NA
"polygon(x,y) will draw a polygon whose vertices are given by the vectors x and y https://www.rdocumentation.org/packages/graphics/versions/3.3.1/topics/polygon #rstats",JBR,2016-10-28T00:00:00Z,NA
Create a Halloween card with #rstats: http://blog.revolutionanalytics.com/2011/10/putting-the-r-in-halloween.html,David Smith,2016-10-31T00:00:00Z,holiday
Archive of all the R questions asked on StackOverflow (thanks to @drob) https://www.kaggle.com/stackoverflow/rquestions #rstats,David Smith,2016-11-01T00:00:00Z,NA
Tutorial: converting SAS routines to R https://gallery.cortanaintelligence.com/Notebook/SAS-to-R-Tutorial-Part-1-1 #rstats,David Smith,2016-11-02T00:00:00Z,Microsoft
"Turn off all warnings in R with options(warn=-1), or use suppressWarnings(<expr>) https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/warning #rstats",Erik Johnson,2016-11-03T00:00:00Z,NA
"For precise formatting of numbers (e.g. consistent decimal places for tables), use formatC: https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/formatC #rstats",David Smith,2016-11-04T00:00:00Z,NA
"Important distinction between [, [[ and $
[ can select > 1 element but [[ and $ select a single element https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/Extract #rstats",JBR,2016-11-11T00:00:00Z,NA
E-book on using R with SQL Server 2016 http://blog.revolutionanalytics.com/2016/10/data-science-with-sql-server-2016.html #rstats,David Smith,2016-11-16T00:00:00Z,Microsoft
"Introduction to the caret package: select, train and optimize predictive models: https://cloud.r-project.org/web/packages/caret/vignettes/caret.pdf #rstats",David Smith,2016-11-17T00:00:00Z,NA
"x$name and x[[""name""]] are equivalent, but the latter is a more robust programming style ($ uses partial matching) #rstats",David Smith,2016-11-21T00:00:00Z,base
"To search for R-related FAQs on StackOverflow, precede your search query with [r] at http://stackoverflow.com/tags/r #rstats",David Smith,2016-11-25T00:00:00Z,help
"signif(x,digits=n) rounds x to n significant digits https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/Round #rstats",JBR,2016-11-28T00:00:00Z,base
"Code reproducibly: avoid use of setwd(), and use relative path names for files #rstats",David Smith,2016-11-29T00:00:00Z,reproducibility
How to write a book with R and the bookdown package http://seankross.com/2016/11/17/How-to-Start-a-Bookdown-Book.html #rstats,David Smith,2016-11-29T00:00:00Z,reporting
Explore the capabilities of your installed R packages with browseVignettes() #rstats,David Smith,2016-12-01T00:00:00Z,help
Search the web for information specific to R http://rseek.org/ #rstats,John D Cook,2016-12-02T00:00:00Z,help
%% is the integer modulus function. 12 %% 5 returns 2 https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/Arithmetic #rstats,John D Cook,2016-12-05T00:00:00Z,base
"Calendar heat maps, stream graphs, and other ggplot2 extensions for time series https://www.ggplot2-exts.org/ggTimeSeries.html #rstats",David Smith,2016-12-06T00:00:00Z,graphics
