status_id,created_at,text,favorite_count,retweet_count,score
1017076050092625920,2018-07-11T16:00:01Z,A %x% B calculates the kronecker product of matrices A and B https://t.co/3blsgcuO90 #rstats,28,10,48
1016713670469017601,2018-07-10T16:00:03Z,"You can define your own operators in R #rstats. Example (via @neuwirthe):

`%divisible_by%` &lt;- function(x,y) x %% y == 0

6 %divisible_by% 3
6 %divisible_by% 4",137,45,227
1016351272847400960,2018-07-09T16:00:00Z,Side by side comparisons of analysis tasks done in SAS and R: https://t.co/0KHTTuLF8I #rstats,30,14,58
1015264119635808256,2018-07-06T16:00:03Z,"Efficiency tip: When selecting from a data frame, df$a[1] is much faster than df[1,""a""] #rstats https://t.co/ckj3lpaduv #rstats",163,53,269
1014901725705236480,2018-07-05T16:00:02Z,Free self-paced edX course: Analyzing Big Data with Microsoft R Server https://t.co/F6c1TOFERV! #rstats,42,10,62
1014539336308715520,2018-07-04T16:00:01Z,"Draw a map of the United States with R: 
  library(maps)
  map('usa') 
#rstats https://t.co/wbiGuzs7xU",59,13,85
1014176950296989696,2018-07-03T16:00:02Z,Extract data from tables in PDF documents with the pdftools package https://t.co/LDbeg9XDnG #rstats,173,56,285
1013814566235660289,2018-07-02T16:00:03Z,"Display information about your R session including R version, platform and attached packages with sessionInfo() #rstats",39,7,53
1012727401762222080,2018-06-29T16:00:02Z,"SQL Server 2017 Machine Learning Services with R, an e-book by @tomaz_tsql and @MsSQLGirl by https://t.co/x8tkFkPAQm #rstats",30,11,52
1012365017163993088,2018-06-28T16:00:03Z,Meet other R users at a local R user group in your area: https://t.co/3LrfnJzfGJ #rstats,37,16,69
1012002625682694145,2018-06-27T16:00:02Z,ESS (Emacs Speaks Statistics) is a popular add-on for working with R inside Emacs https://t.co/9sXtzmYiSw #rstats,14,4,22
1011640228602187777,2018-06-26T16:00:00Z,Tutorials on various machine learning and statistical forecasting techniques in the @UC_Rstats Business Analytics R Programming Guide https://t.co/MOEzz4Gc7Q #rstats,107,36,179
1011277848236060672,2018-06-25T16:00:02Z,"For rpart classification trees, residuals(fit,type=""deviance"") returns the deviance residuals https://t.co/R34i0WrkXU #rstats",14,7,28
1010190680860307456,2018-06-22T16:00:01Z,Run an R script from the command line in batch mode with R CMD BATCH: https://t.co/Ec0XwAR7tv #rstats,31,7,45
1009828289299574784,2018-06-21T16:00:00Z,"Format numbers ""v"" as currency, like $2,101,944: 
gsub(""^ *"",""$"",prettyNum(v, big.mark="","")) 
https://t.co/40fB4bf5Im #rstats",40,9,58
1009465902272638976,2018-06-20T16:00:00Z,"You can call any R operator as a function. For example
  x + y
can be written as 
  `+`(x, y) 
https://t.co/g7WR97QEbH",179,42,263
1009103520597831680,2018-06-19T16:00:02Z,if(isTRUE(condition)) may be preferable to if(condition) https://t.co/71r3Z2nrpe #rstats,85,25,135
1008741133193658369,2018-06-18T16:00:02Z,"An online Introduction to R with some R history, linear models, glm and more #rstats https://t.co/yUPTUTXoUH",115,35,185
1007653970452463616,2018-06-15T16:00:02Z,The number of people you need to gather for a 95% probability of at least one shared birthday: qbirthday(0.95) https://t.co/grJ29lTqYX #rstats,57,18,93
1007291585418158086,2018-06-14T16:00:03Z,"seq(n1,n2,m) will generate a sequence of numbers from n1 to n2 counting by m https://t.co/WoOXEb9PZe #stats",27,8,43
1006929194545057792,2018-06-13T16:00:02Z,na.omit(df) returns all rows of a data frame except those containing any missing values https://t.co/K9Qy3kQb0R #rstats,84,18,120
1006566799830278145,2018-06-12T16:00:00Z,"A list of over 1,000 datasets available in R packages, curated by @VincentAB (via @mf_viz) https://t.co/oR2ngOA5xl #rstats",99,38,175
1006204420558688257,2018-06-11T16:00:02Z,"Explanations of lexical scope, function closures and environments in R: https://t.co/zw8nRR9659 #rstats",27,6,39
1005117251882758150,2018-06-08T16:00:01Z,CrossTable() in {gmodels} produces crosstabulations modeled after SAS's PROC FREQ https://t.co/oFKKMf6Itb #rstats,38,4,46
1004754858287611906,2018-06-07T16:00:00Z,"To speed up your R code, use Rprof() to turn on profiling, and summaryRprof() to find the slow parts: https://t.co/NYPiDbL05g #rstats",128,32,192
1004392481432064000,2018-06-06T16:00:02Z,The @Rstudio cheat sheet for data visualization with ggplot2 (PDF): https://t.co/nbGPxktxy5 #rstats,112,39,190
1004030085031256069,2018-06-05T16:00:00Z,"When reading data from files, R will accept ""infinity"", ""inf"" and ""nan"" as a valid numeric values https://t.co/1OBV1OAyFr #rstats",41,14,69
1003667700852244482,2018-06-04T16:00:01Z,"Calculate the differences between every nth value of a vector x with diff(x,n) https://t.co/YtBplSVL5B #rstats",40,13,66
1002580532771713030,2018-06-01T16:00:00Z,Convenience features of the fread function in the data.table package for reading small and large data sets into R https://t.co/2DDxkUW1S7 #rstats,43,12,67
1002218145719844865,2018-05-31T16:00:00Z,"auto.arima() {forecast} will return the best ARIMA fit to a time series using the AIC, AICc or BIC criterion https://t.co/rvR9E6nlYv #rstats",68,25,118
